mol_id,smiles,source_db,molecular_target,mechanism_class,best_ref_name,best_ref_id,adc_approved_ref,bystander_ref,ensemble_tanimoto,scaffold_match,scaffold_score,pharmacophore_score,composite_score,priority_tier,matched_pharmacophores,top5_refs,top5_scores,processed_at,valid_smiles,cytotox_hepg2,cytotox_hskmc,cytotox_imr90,cancer_potency_nci60,Protox_Class,Predicted LD50 (mg/kg)
m_270004____20075922____24721906,C=C(Br)CN(C)CC1(NC(=O)OC(C)(C)C)CCOCC1,Enamine_REAL,DNA (crosslinks),DNA Crosslinker,Mitomycin C,67,No,Low,0.2547,TRUE,1,0.1429,0.4559,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Mitomycin C; Auristatin F; FR901464; Spliceostatin A; Thailanstatin A,0.255; 0.250; 0.247; 0.246; 0.244,11:43.2,TRUE,0.054279146,0.000247179,0.172714883,1.69E-06,,
CHEMBL173665,CCCOc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)cc1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6052,FALSE,0,0.2143,0.3454,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; KW-2189,0.605; 0.543; 0.531; 0.501; 0.435,12:43.2,TRUE,0.151631037,0.208753092,0.259405131,0.957694802,,
CHEMBL60476,O=C1C=C2N(C(=O)c3cc4cc5ccccc5cc4[nH]3)CC3CC23c2ccccc21,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6325,FALSE,0,0.2143,0.3591,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189,0.633; 0.617; 0.534; 0.526; 0.388,12:43.2,TRUE,0.380402721,0.251304105,0.509473918,0.216311794,,
CHEMBL368460,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)c(OCC(=O)OC(C)(C)C)c1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6184,FALSE,0,0.2143,0.3521,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; KW-2189,0.618; 0.548; 0.533; 0.527; 0.448,12:43.2,TRUE,0.147425871,0.058724645,0.155021016,0.886252484,,
CHEMBL215879,COC(=O)c1cc(NC(=O)CCCOc2cc3c(cc2OC)C(=O)N2CCC[C@H]2C=N3)cn1C,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5741,FALSE,0,0.1429,0.3156,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin SA; Vincristine,0.574; 0.402; 0.381; 0.374; 0.359,12:43.2,TRUE,0.041860016,0.015372643,0.050653299,0.862394206,,
CHEMBL382620,COc1cc2c(cc1OC(=O)c1cc3ccccc3[nH]1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5407,FALSE,0,0.2143,0.3132,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin,Tesirine payload (SG3199); Duocarmycin SA; KW-2189; Tomaymycin; Duocarmycin A,0.541; 0.430; 0.424; 0.416; 0.404,11:21.0,TRUE,0.16754781,0.078753945,0.088078354,0.996675196,,
CHEMBL1164715,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(Br)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6732,FALSE,0,0.1429,0.3652,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.673; 0.410; 0.388; 0.381; 0.329,37:11.2,TRUE,0.130943101,0.087288518,0.104977265,0.975667375,,
CHEMBL1165251,COc1cc2c(cc1OC)C(=O)N1C=C(c3cccc(Cl)c3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6599,FALSE,0,0.1429,0.3585,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.660; 0.406; 0.385; 0.378; 0.327,12:01.5,TRUE,0.159819755,0.102452217,0.110234917,0.982618257,,
ZINC48332287,COc1cc2cc(C(=O)N3CCC[C@@H](C(F)(F)F)C3)[nH]c2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.5463,FALSE,0,0.2857,0.3303,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; KW-2189; Duocarmycin A; CC-1065; Adozelesin,0.546; 0.533; 0.532; 0.438; 0.372,05:54.9,TRUE,0.057560303,0.030865399,0.155781272,0.555481142,,
CHEMBL328384,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(/C=N/O)c35)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7857,TRUE,1,0.2857,0.75,1,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.786; 0.657; 0.643; 0.599; 0.504,12:01.5,TRUE,0.207404414,0.236799258,0.322034451,0.991358572,,
CHEMBL347568,Cc1c[nH]c2c1C13CC1CN(C(=O)c1ccccn1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6876,FALSE,0,0.1429,0.3723,3,Tubulin (?ý) - Vinca/Auristatin; Kinesin Eg5 (KSP),Adozelesin; CC-1065; Duocarmycin SA; Duocarmycin A; Vincristine,0.688; 0.596; 0.580; 0.476; 0.364,09:14.5,TRUE,0.16229551,0.022305142,0.349949583,0.959726438,,
CHEMBL2001118,CCCC(=O)Nc1cc(C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]cc(C)c24)n(COC)c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6101,FALSE,0,0.1429,0.3336,3,Tubulin (?ý) - Vinca/Auristatin; Kinesin Eg5 (KSP),Adozelesin; CC-1065; Duocarmycin SA; Duocarmycin A; Vindesine,0.610; 0.610; 0.561; 0.484; 0.428,14:47.9,TRUE,0.097459231,0.012153932,0.14092976,0.961897564,,
ZINC27154339,CC[C@@H]1CCCN(C(=O)c2cc3c(OC)cc(OC)c(OC)c3[nH]2)C1,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.4936,FALSE,0,0.3571,0.3183,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.494; 0.490; 0.486; 0.439; 0.377,25:03.7,TRUE,0.07559171,0.010172173,0.096457395,0.680637222,,
CHEMBL165031,COC(=O)[C@@]1(C)N=C2C(=O)C=C3N(C(=O)c4cc5cc(OC)c(OC)c(OC)c5[nH]4)C[C@H]4C[C@@]34C2=C1O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.7785,FALSE,0,0.3571,0.4607,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; Duocarmycin SA; CC-1065; Adozelesin; KW-2189,0.778; 0.692; 0.555; 0.513; 0.506,12:43.2,TRUE,0.110514434,0.230871141,0.245541007,0.832979873,,
CHEMBL4071481,COC(=O)[C@@]1(C)Nc2c(O)cc3c(c2C1=O)C[C@@H](Br)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.6144,FALSE,0,0.3571,0.3786,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin A; KW-2189; Duocarmycin SA; CC-1065; Vincristine,0.614; 0.571; 0.561; 0.503; 0.445,14:47.9,TRUE,0.205502386,0.381938149,0.157971017,0.685553179,,
CHEMBL1096835,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cc(C(C)=O)ccc4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.8096,TRUE,1,0.2857,0.7619,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.810; 0.670; 0.599; 0.592; 0.445,10:39.5,TRUE,0.106865376,0.196178534,0.179339875,0.710978064,,
CHEMBL1097421,COC(=O)c1cc2c3c(cc(O)c2[nH]1)N(C(=O)c1cc2cc(C)ccc2[nH]1)C[C@H]3CCl,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5692,FALSE,0,0.2857,0.3417,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Duocarmycin SA; CC-1065; Duocarmycin A; Adozelesin,0.569; 0.480; 0.461; 0.440; 0.427,12:01.5,TRUE,0.125753455,0.342761561,0.10511733,0.570446494,,
CHEMBL1165126,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(C(C)(C)C)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6799,FALSE,0,0.1429,0.3685,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Sibiromycin; Anthramycin; Duocarmycin SA,0.680; 0.417; 0.399; 0.386; 0.348,08:41.6,TRUE,0.14208068,0.183251402,0.158670341,0.975483122,,
CHEMBL1164797,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(F)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6746,FALSE,0,0.1429,0.3659,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.675; 0.412; 0.389; 0.381; 0.328,43:53.9,TRUE,0.125028892,0.078397281,0.104140965,0.98834739,,
CHEMBL564082,COC(=O)C1=NC2=C(OCc3ccccc3)C=C3N(C(=O)c4cc5cc(OC)c(OC)c(OC)c5[nH]4)C[C@H]4C[C@@]34C2=C1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.6884,FALSE,0,0.3571,0.4156,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; Duocarmycin SA; CC-1065; KW-2189; Adozelesin,0.688; 0.667; 0.528; 0.513; 0.508,10:39.5,TRUE,0.15837977,0.206007434,0.282731399,0.553172822,,
CHEMBL163955,COC(=O)[C@]1(C)N=C2C(=O)C=C3N(C(=O)c4cc5cc(OC)c(OC)c(OC)c5[nH]4)C[C@@H]4C[C@]34C2=C1O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.7785,FALSE,0,0.3571,0.4607,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; Duocarmycin SA; CC-1065; Adozelesin; KW-2189,0.778; 0.692; 0.555; 0.513; 0.506,11:21.0,TRUE,0.132624357,0.290711024,0.269103888,0.482394411,,
CHEMBL1094073,COC(=O)c1cc2c3c(cc(O)c2[nH]1)N(C(=O)c1cc2cc(OC)ccc2[nH]1)C[C@H]3CCl,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5816,FALSE,0,0.2857,0.3479,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Duocarmycin SA; CC-1065; Duocarmycin A; Adozelesin,0.582; 0.500; 0.467; 0.457; 0.420,12:43.2,TRUE,0.118174598,0.280711769,0.101402452,0.666099402,,
ZINC81351441,COc1cc(OC)c2cc(C(=O)N3CCC(C)(C)C3)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.4961,FALSE,0,0.2857,0.3052,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; HSP90,Duocarmycin A; Duocarmycin SA; KW-2189; CC-1065; Vindesine,0.496; 0.482; 0.468; 0.437; 0.370,34:55.5,TRUE,0.110341452,0.014671159,0.156220829,0.083732002,,
ZINC04000512,COc1cc2[nH]c(C(=O)N3CCCC[C@H]3c3cccnc3)cc2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4662,FALSE,0,0.3571,0.3045,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; KW-2189; Duocarmycin A; CC-1065; Adozelesin,0.466; 0.463; 0.450; 0.418; 0.380,20:33.9,TRUE,0.122113729,0.012788675,0.088802625,0.770171313,,
ZINC16025927,COc1cc2[nH]c(C(=O)N3C[C@H]4C[C@@H](C3)c3cccc(=O)n3C4)cc2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4974,FALSE,0,0.2857,0.3059,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; KW-2189; CC-1065; Adozelesin,0.497; 0.481; 0.471; 0.439; 0.416,42:17.4,TRUE,0.027150037,0.00527741,0.073502063,0.87490809,,
ZINC13574771,COc1cc2[nH]c(C(=O)N3C[C@]4(C)C[C@H]3CC(C)(C)C4)cc2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.5097,FALSE,0,0.2857,0.312,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin A; Duocarmycin SA; KW-2189; CC-1065; Adozelesin,0.510; 0.496; 0.441; 0.425; 0.390,17:47.7,TRUE,0.162256618,0.089301406,0.128703783,0.841933969,,
CHEMBL1164102,COc1cc2c(cc1OC)C(=O)N1C=C(/C=C/c3ccc(C)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.7285,FALSE,0,0.1429,0.3928,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Anthramycin; Tomaymycin; Sibiromycin; Duocarmycin A,0.729; 0.456; 0.436; 0.436; 0.343,12:01.5,TRUE,0.122459494,0.063320786,0.098546296,0.971220088,,
CHEMBL1164811,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(N4CCN(C)CC4)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6655,FALSE,0,0.1429,0.3613,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Sibiromycin; Anthramycin,0.665; 0.410; 0.381; 0.377; 0.367,19:46.6,TRUE,0.118525084,0.085327758,0.117724815,0.985326371,,
CHEMBL91308,COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C[C@@H](F)C[C@H]1C=N3)N=C[C@@H]1C[C@H](F)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.7161,FALSE,0,0.1429,0.3866,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin A; Duocarmycin SA,0.716; 0.417; 0.342; 0.323; 0.322,13:24.7,TRUE,0.081781241,0.044414534,0.094590146,0.999204883,,
CHEMBL245330,COc1cc2c(cc1OCCCCOc1cc3c(cc1OC)C(=O)N1C[C@H](F)C[C@H]1C=N3)N=C[C@@H]1C[C@@H](F)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.7024,FALSE,0,0.1429,0.3798,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin A; Duocarmycin SA,0.702; 0.421; 0.340; 0.322; 0.321,26:49.8,TRUE,0.070133187,0.034337449,0.075371609,0.999328312,,
CHEMBL313634,COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1C[C@@H](F)C[C@H]1C=N3)N=C[C@@H]1C[C@H](F)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6861,FALSE,0,0.1429,0.3716,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin A; Duocarmycin SA,0.686; 0.420; 0.343; 0.324; 0.323,13:24.7,TRUE,0.071949514,0.028995226,0.08026428,0.999267375,,
CHEMBL307066,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.8043,FALSE,0,0.2857,0.4593,2,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.804; 0.702; 0.607; 0.588; 0.521,44:14.7,TRUE,0.236489128,0.092653068,0.298993268,0.892552415,,
CHEMBL549916,COc1cc2cc(CN3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.643,FALSE,0,0.1429,0.3501,3,RNA Polymerase II - Amatoxin; HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189; Adozelesin,0.643; 0.580; 0.510; 0.486; 0.484,10:39.5,TRUE,0.512366519,0.055132668,0.433190143,0.884959546,,
CHEMBL100710,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C)c24)cc1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6231,FALSE,0,0.1429,0.3401,3,Tubulin (?ý) - Vinca/Auristatin; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; Vincristine,0.623; 0.571; 0.565; 0.517; 0.401,10:39.5,TRUE,0.191967689,0.113036406,0.295087903,0.980477574,,
CHEMBL1165096,COc1cccc(C2=CN3C(=O)c4cc(OC)c(OC)cc4N=C[C@@H]3C2)c1,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6939,FALSE,0,0.1429,0.3755,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.694; 0.427; 0.400; 0.395; 0.342,47:52.3,TRUE,0.11307366,0.041919323,0.106846397,0.988831937,,
CHEMBL64687,Cc1ccc2[nH]c(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6518,FALSE,0,0.2143,0.3688,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189,0.652; 0.622; 0.541; 0.539; 0.401,14:06.1,TRUE,0.198670244,0.072051145,0.254263578,0.557516429,,
CHEMBL1189360,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)cn1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.7711,FALSE,0,0.2857,0.4427,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Vincristine; Duocarmycin SA; CC-1065; Vinblastine,0.771; 0.438; 0.435; 0.426; 0.426,10:39.5,TRUE,0.108451993,0.174019831,0.094210392,0.933537802,,
CHEMBL175415,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(C)cc1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6324,FALSE,0,0.2143,0.3591,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.632; 0.562; 0.548; 0.515; 0.423,09:56.1,TRUE,0.153928384,0.269463015,0.214102039,0.851765202,,
CHEMBL570754,COC(=O)c1ccc2c3c(cc(N)c2c1)N(C(=O)c1cc2cc(OCCN(C)C)ccc2[nH]1)CC3CCl,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5405,FALSE,0,0.2857,0.3274,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vindesine,0.540; 0.417; 0.403; 0.400; 0.391,09:14.5,TRUE,0.239989955,0.366453652,0.634155098,0.989372513,,
ZINC70006042,COc1cc(OC)c2cc(C(=O)N3CCC[C@@H](Cc4ccc(C)cc4)C3)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5002,FALSE,0,0.3571,0.3215,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin,0.500; 0.488; 0.481; 0.451; 0.375,30:59.9,TRUE,0.133229227,0.050573682,0.11774027,0.366405582,,
CHEMBL184186,COc1cc2c(cc1OC)C(=O)N1C=C(C#Cc3ccccc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.7162,FALSE,0,0.2143,0.4009,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - Calicheamicin/Enediyne,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.716; 0.434; 0.411; 0.397; 0.338,14:47.9,TRUE,0.286025742,0.243565638,0.129731173,0.925759465,,
CHEMBL1164808,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(C=O)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6904,FALSE,0,0.1429,0.3738,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.690; 0.424; 0.408; 0.393; 0.344,10:39.5,TRUE,0.080615333,0.058324957,0.07971519,0.952148727,,
ZINC48290653,COc1cc2cc(C(=O)N(Cc3ccc(C)o3)C3CC3)[nH]c2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4964,FALSE,0,0.2857,0.3053,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin SA; Duocarmycin A; KW-2189; CC-1065; Adozelesin,0.496; 0.488; 0.476; 0.402; 0.387,14:29.3,TRUE,0.149808169,0.040342234,0.14140981,0.277766315,,
CHEMBL302044,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cccc(OC)c4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.8851,TRUE,1,0.2857,0.7997,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; Duocarmycin A; CC-1065; KW-2189,0.885; 0.649; 0.637; 0.636; 0.486,14:47.9,TRUE,0.155294437,0.223351208,0.1801311,0.792377329,,
CHEMBL1099225,COC(=O)c1cc2c3c(cc(O)c2[nH]1)N(C(=O)c1cc2cc(C#N)ccc2[nH]1)C[C@H]3CCl,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5489,FALSE,0,0.2857,0.3316,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Duocarmycin SA; CC-1065; Duocarmycin A; Adozelesin,0.549; 0.469; 0.446; 0.431; 0.420,12:01.5,TRUE,0.118901741,0.348158194,0.102960277,0.611125926,,
CHEMBL4444300,COC(=O)c1cc2cc(NC(=O)CCCOc3cc4c(cc3OC)C(=O)N3CCC[C@H]3C=N4)ccc2o1,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.565,FALSE,0,0.1429,0.3111,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Adozelesin; KW-2189; Duocarmycin SA,0.565; 0.397; 0.382; 0.376; 0.363,10:39.5,TRUE,0.08581441,0.046307802,0.054178739,0.996473074,,
